qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,choiceImageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
H27sekisan-047,sekisan_II,knowledge,3,Ⅱ数量積算,H27,,,,,,BSIJ公式 H27,images/sekisan/sekisan_H27_047.png,,下図の鉄骨梁の1トン当りの塗装の歩掛り数量(㎡/t)として、次のうち最も適切なものはどれか。,9.90,10.10,11.10,11.30,,,,,,,A,コンクリートなどの被覆がされない場合は、錆止め塗装を行う。,,published,2026-04-11
H27sekisan-048,sekisan_II,knowledge,3,Ⅱ数量積算,H27,,,,,,BSIJ公式 H27,images/sekisan/sekisan_H27_048.png,,下図の天井仕上げの数量(㎡)として、次のうち最も適切なものはどれか。,25.00,23.76,23.40,22.08,,,,,,,B,2)器具類による欠除衛生器具、電気器具、換気孔、配管、配線等の器具の類による各部分の仕上の欠除が1か所当たり0.5㎡以下のときは、その欠除は原則としてないものとする。,,published,2026-04-11
H27sekisan-049,sekisan_II,knowledge,3,Ⅱ数量積算,H27,,,,,,BSIJ公式 H27,images/sekisan/sekisan_H27_049.png,,"下図の内壁1面の壁EP塗り数量(㎡)とガラス数量(㎡)の次の組合せのうち,最も適切なものはどれか。",23.00,80,00,22.40,,,,,,,D,2 主仕上げの計測·計算(2)欠除部分の処理3)附合物等による欠除面積が1か所当たり0.5㎡以下の附合物又は高さもしくは幅が0.05m以下の幅木.回縁、ボーダー等による各部分の仕上げの欠除は、原則としてないものとする。3 材種による特則(11)ガラス材1)全面がガラスである建具類のガラスの数量は、材質、規格等ごとに、原則として建具類の内法寸法による面積を数量とする。ただし、かまち、方立、桟等の見付幅が 0.1 mを超えるものがあるときは、その面積を差し引いた面積とする。,,published,2026-04-11
H27sekisan-050,sekisan_II,knowledge,3,Ⅱ数量積算,H27,,,,,,BSIJ公式 H27,images/sekisan/sekisan_H27_050.png,,下図に示す20mの範囲の排水管の数量(m)として、次のうち最も適切なものはどれか。,18.20,18.80,19.20,20.00,,,,,,,B,排水管の数量は、材種、呼び径ごとに、接続する桝の内法寸法を減じた長さを計測·計算する。,,published,2026-04-11
H28sekisan-001,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,建築基準法で規定されている次の構造種別のうち、最も不適切なものはどれか。,鉄骨造,プレファブ造,無筋コンクリート造,木造,,,,,,,B,「プレファブ造」は建築基準法で規定されている構造種別ではない。,,published,2026-04-11
H28sekisan-002,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,近代建築における構造の変遷に関する次の記述のうち、最も不適切なものはどれか。,使用材料の高強度化などにより、高さ100mを超える鉄筋コンクリート造建築物も増えている。,日本における鉄筋コンクリート造は、大正年間に入って一般に普及し始めた。,鉄は古くから人類の生活に取り入れられているが、本格的に建築物に使用されるのは産業革命による工場建築からである。,関東大震災で大きな被害を受けた後の耐震構造は、大規模な建築物には補強コンクリートブロック造が主流となった。,,,,,,,D,関東大震災で大きな被害を受けた後の耐震構造は、大規模な建築物には「鉄骨鉄筋コンクリート造」が主流となった。,,published,2026-04-11
H28sekisan-003,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,構法と工法の流れに関する次の記述のうち、最も不適切なものはどれか。,建築物に地震動がそのまま伝わらないように、基礎と建築物の間に緩衝材を設置する制振構造という新しい構造形式が開発されている。,近代建築物の構造形式は、安価で性能の高い構造材料を用いた鉄骨造、鉄筋コンクリート造、鉄骨鉄筋コンクリート造が大きな三本の柱となっている。,従来の構造形式を適材適所に組合せて構築した架構などのハイブリッド構造が実用化され、徐々に普及してきている。,建築物の建設時に施工者に求められる社会的要求事項として、現代では地球環境を配慮するなど新しい要求事項も発生してきている。,,,,,,,A,建築物に地震動がそのまま伝わらないように基礎と建築物の間に緩衝材を設置する、「免震構造」という新しい構造形式が開発されている。,,published,2026-04-11
H28sekisan-004,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,高層建築物の工期の短縮化を図る手法に関する次の記述のうち、最も不適切なものはどれか。,構造部材のプレファブ化,仕上のユニット化,内装材料の湿式化,高性能仮設機材の開発,,,,,,,C,内装材料の「乾式化」が正しい。,,published,2026-04-11
H28sekisan-005,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,諸官庁などへの届出書類名と届出先の次の組合せのうち、最も不適切なものはどれか。,開発行為許可申請書,工事施工者届,道路使用許可申請書,確認申請書,,,,,,,B,「工事施工者届」の届出先は、「確認済証交付機関」である。,,published,2026-04-11
H28sekisan-006,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,アースドリル工法による現場造成杭工事に関する次の項目のうち、最も不適切なものはどれか。,杭芯出し,鉄筋籠セット,コンクリート打設,枠組足場設置,,,,,,,D,アースドリル工法による現場造成杭工事には、「枠組足場設置」は不要である。,,published,2026-04-11
H28sekisan-007,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,建設産業に関する次の記述のうち、最も不適切なものはどれか。,建築設計業は、標準産業分類では業種としては建設業に含まれる。,建設会社が設計と施工を合わせて請け負う場合、設計施工一括請負方式という。,フィジビリティスタディーとは、事業実施前に事業成立性の判断、投資に値するか否かの判断をおこなうための調査や事業収支計画をおこなうことである。,CASBEEとは、建物環境総合性能評価システムで、建築物を環境性能で評価し、格付けする手法である。,,,,,,,A,建築設計業は、建設業とは区別されてサービス業に含まれる。,,published,2026-04-11
H28sekisan-008,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,現場管理費に関する次の項目のうち、最も不適切なものはどれか。,施工図等作成費,環境安全費,保険料,事務用品費,,,,,,,B,環境安全費は、共通仮設費の項目である。,,published,2026-04-11
H28sekisan-009,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,工事費を構成する工事種目の次の組合せのうち、最も不適切なものはどれか。,共通費,純工事費,工事原価,工事費,,,,,,,C,工事原価は、純工事費と現場管理費である。,,published,2026-04-11
H28sekisan-010,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,内訳書で一般的に用いられている単価の種類に関する次の記述のうち、最も不適切なものはどれか。,歩掛りによって算定された単価は、一般に合成単価と呼ばれている。,公共工事に使用する目的で、体系的に調査された単価を、市場単価という。,複合単価は「工種別内訳書標準書式」で主に使用される。,合成単価を構成している細目などは、合成単価の微細目として扱う。,,,,,,,A,歩掛りによって算定された単価は、一般に複合単価と呼ばれている。,,published,2026-04-11
H28sekisan-011,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,鉄骨の工場加工に関する次の記述のうち、最も不適切なものはどれか。,工作図とは、設計図書の内容を実現し、製作·建方に反映するための図面である。,スカラップ加工とは、溶接線の交差を避けるため、一方の母材に扇状の切り欠きをおこなうことである。,けがきとは、溶接する母材間に溝を設けたり角度をつけることである。,小組立検査、大組立検査とは、柱梁仕口部、柱の溶接完了前に検査をおこなうことである。,,,,,,,C,けがきとは、加工·組立時の情報を、直接鋼材上に記入することである。,,published,2026-04-11
H28sekisan-012,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,施工計画図における仮設に関する次の記述のうち、最も不適切なものはどれか。,工程表とは、バーチャート、ネットワークなどで表現し、着工から竣工、引渡までを表示したものである。,総合仮設計画図とは、工事の進捗状況に合わせ、仮設の全体が把握できる図面のことである。,根切計画図とは、使用機械の選定、手掘の区分、山留めを記入したものである。,山留め計画図とは、特殊地業の仕様を記入したものである。,,,,,,,D,山留め計画図とは、山留め壁と支保工の仕様、排水関係などを記入したもの。,,published,2026-04-11
H28sekisan-013,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,公共建築工事積算基準における共通仮設の積み上げ項目として次のうち、最も適切なものはどれか。,コンクリート圧縮試験費,仮囲い費,鉄筋の圧接試験費,現場事務所費,,,,,,,B,公共建築工事積算基準において仮囲い費は積み上げ項目。,,published,2026-04-11
H28sekisan-014,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,構内舗装について、内訳書の名称と単位の次の組合せのうち、最も不適切なものはどれか。,駐車ライン引き,アスファルト舗装,地先境界ブロック,砂利舗装,,,,,,,A,「駐車ライン引き」で使用する単位は、mまたはか所である。,,published,2026-04-11
H28sekisan-015,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,躯体工事の刊行物単価に関する次の記述のうち、最も不適切なものはどれか。,コンクリートの㎡当りの単価は、強度が大きくなれば高くなる。,軽量コンクリートの㎡当りの単価は、普通コンクリートの㎡単価より高くなる。,地下部の普通合板型枠の㎡当りの材工単価は、基礎部の普通合板型枠の㎡当りの材工単価より高くなる。,D10~D25の異形鉄筋のt当りの単価は、鉄筋径が大きくなれば高くなる。,,,,,,,D,異形鉄筋の単価は鉄筋径が大きくなれば単価が高くなるわけではない。,,published,2026-04-11
H28sekisan-016,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,工事費の概算に関する次の記述のうち、最も不適切なものはどれか。,コストコントロールをするためには、過去の数量歩掛および坪単価が最も信頼できる。,問題点を早期に検証できるため、できる限り早い段階での概算が求められている。,発注者を含めた第三者にわかりやすい内容とすることが大切である。,各設計段階において概算をおこない、設計内容とコストのバランスを確認していくことが重要である。,,,,,,,A,坪単価や過去の事例からだけでは精度や以降のコストコントロールにつながらないなどの問題が生じる。,,published,2026-04-11
H28sekisan-017,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,価格情報の収集方法と分析に関する次の記述のうち、最も適切なものはどれか。,専門工事会社やメーカーなどからの見積価格は、複数の会社から徴集した価格の最安値を直接使用できる。,価格調査機関が調査した価格は、施工数量、施工条件にかかわらず直接使用できる。,公表価格は、取引条件をより明確にすることにより値引きされる場合が多い。,歩掛りによって算定した複合単価は、市場競争を踏まえた実勢価格と必ず一致する。,,,,,,,C,公表価格は、取引条件により値引きされる場合が多い。,,published,2026-04-11
H28sekisan-018,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,建築積算のチェックに関する次の記述のうち、最も不適切なものはどれか。,数量計算書の細目に抜けはないか、特に物件固有の仕様がある場合など、特記仕様書の内容にしたがって確認する。,一位代価で作成された単価は、材料費、手間が適正かどうかのチェックが必要である。,数量チェックの際は、できるだけ第三者の目で小さな項目から大きな項目へ流れていく手法がミスを発見しやすい。,類似の科目別工事費の床面積あたりの工事費と比較し、大きな差異がないかどうかのチェックをおこなう。,,,,,,,C,数量チェックの際は、できるだけ第三者の目で大きな分類から小さな項目へ流れていく手法がミスを発見しやすい。,,published,2026-04-11
H28sekisan-019,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,値入れ作業着手時の確認事項に関する次の記述のうち、最も不適切なものはどれか。,指定単価や単価表、単価コードなどの有無,着工時期や工期、工事工程,休日や夜間工事などの制約条件,各工事科目のコストバランス,,,,,,,D,各工事科目のコストバランスについては、値入れ作業終了時に行う。,,published,2026-04-11
H28sekisan-020,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,改修内訳書標準書式による工事費の構成に関して、(A)~(C)に当てはまる次の組合せのうち、最も適切なものはどれか。,躯体改修,直接仮設,直接仮設,躯体改修,,,,,,,C,工事費の構成大科目種目直接仮設1防水改修2外壁改修3建具改修4建築内装改修5塗装改修6耐震改修(躯体)7環境配慮改修8発生材処理9,,published,2026-04-11
H28sekisan-021,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,建築設備の工事科目に関する次の記述のうち、最も不適切なものはどれか。,自動制御設備は、電気設備工事である。,消火設備は、給排水衛生設備工事である。,換気ダクト設備は、空気調和設備工事である。,エスカレーター設備は、昇降機設備工事である。,,,,,,,A,自動制御設備は空気調和設備工事である。,,published,2026-04-11
H28sekisan-022,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,設備積算における計測·計算の有効数値の原則に関する次の記述のうち、最も不適切なものはどれか。,端数処理は、四捨五入とする。,長さは、小数点以下第1位とする。,面積は、小数点以下第2位とする。,体積および質量は、小数点以下第3位とする。,,,,,,,D,体積および質量は、小数点以下第2位とする。,,published,2026-04-11
H28sekisan-023,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,設備工事の工事区分に関する次の記述のうち、最も不適切なものはどれか。,外部雨水堅樋は一般的に建築工事に区分されるが、内部雨水堅樋は設備工事に区分されることがある。,設備用スリーブ工事は設備工事に区分されるが、開口部補強は一般的に建築工事に区分される。,設備機器用吊りボルトおよびインサートは、一般的に建築工事に区分される。,洗面カウンターは、一般的に建築工事に区分される。,,,,,,,C,設備機器用吊りボルトおよびインサートは一般的に設備工事に区分される。,,published,2026-04-11
H28sekisan-024,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,ライフサイクルコスト(LCC)に関する次の記述のうち、最も不適切なものはどれか。,建築物のLCCとは建築物を企画·設計·施工し、維持管理をして、最後に解体·廃棄するまでの全生涯に要する費用の総額をいう。,建設コストは全コストの3分の2程度であり、残りの3分の1はランニングコストと解体·廃棄コストといわれている。,LCCの低減を図るためには、イニシャルコストだけでなく、全費用をトータルに検討することが必要とされる。,維持運用費には光熱費などのエネルギーコストのほかに、保全·改修·更新費用も含まれる。,,,,,,,B,建設コストは全コストの4分の1程度であり、残りの4分3はランニングコストと解体·廃棄コストといわれている。,,published,2026-04-11
H28sekisan-025,sekisan_I,knowledge,3,Ⅰ建築一般,H28,,,,,,BSIJ公式 H28,,,環境配慮計画の「エコマテリアルの使用」の検討時期として次のうち、最も不適切なものはどれか。,計画段階,基本設計段階,工事段階,解体段階,,,,,,,D,表15-4検討時期は、計画段階、基本設計段階、工事段階。,,published,2026-04-11
H28sekisan-026,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,バリューエンジニアリング(VE)の定義に関する記述の1~4に当てはまる用語として次のうち、最も不適切なものはどれか。,サービス,コスト,コスト,価値,,,,,,,B,製品や「サービスの価値を、それが果たすべきと機能との関係で把握し、システム化されたそのためにかけるコストの向上を図る手法である。手順によって価値「情報」ではなく「機能」が正しい。,,published,2026-04-11
H28sekisan-027,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,最も不適切なものはどれか。,長さ、面積、体積および質量の単位はそれぞれ、m、㎡、mよび t とする。,端数処理は、四捨五入とする。,計測寸法の単位はmとし、すべて小数点以下2位とする。,内訳書の細目数量は小数点以下第1位とする。ただし、100以上の場合は整数とする。,,,,,,,C,3 計測寸法の単位はmとし、小数点以下2位とする。ただし、鉄骨、木材およびコンクリート断面については、通則および特則による。ただし書きにより、すべてが小数点以下2位とはならない。,,published,2026-04-11
H28sekisan-028,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,仮設に関する次の記述のうち、最も不適切なものはどれか。,足場とは、工事施工にともなう内外の高所作業(2m以上)の作業床、通路として工事関係者の安全確保のために設置する構造物である。,養生とは、屋内および屋外の片付けをいう。,災害防止とは、工事関係者、第三者の災害防止のための費用である。,地足場とは、基礎工事のために設置される足場である。,,,,,,,B,積算基準2. 養生とは、躯体、仕上げ等の施工済みの各種工事が次工程または竣工までの破損、汚れ等を防ぐための養生をいう。,,published,2026-04-11
H28sekisan-029,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,土工の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,根切りとは、基礎·建築物地下躯体などを建設するために土を掘削する,埋戻しとは、根切り部分と基礎、建築物の地下躯体などとの隙間を土、砂などにより充填することをいう。,建設発生土とは、当該建築工事で不用になった土を処分することをいう。,山留めとは、地下階や基礎および地下工作物を造るとき、湧水および雨水の排水をするために必要な仮り設備である。,,,,,,,D,山留めとは、地下階や基礎および地下工作物を造るとき、根切り側面の土の崩壊を防護するために必要な仮り設備である。,,published,2026-04-11
H28sekisan-030,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,躯体の計測·計算の区分に関する次の記述のうち、最も不適切なものはどれか。,布基礎とは、基礎底面から柱または壁との接続面までの部分をいう。,基礎梁とは、基礎間、基礎梁間または基礎柱間をつなぐ横架材の内法部分をいう。,基礎柱とは、独立基礎上面から基礎梁上面までをいう。,最上階柱とは、最上階床板下面から屋上床板下面までをいう。,,,,,,,D,積算基準最上階柱は、最上階床板上面から屋上床板上面までとする。,,published,2026-04-11
H28sekisan-031,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,躯体の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,鉄筋の長さは、原則としてコンクリートのかぶり厚さなどを考慮した鉄筋の設計寸法をもって計測·計算する。,鉄筋についてその所要数量を求めるときは、その設計数量の4%の割増しを標準とする。,"窓、出入り口などの開口部による型枠の欠除は、開口部の内法の見付面積が
１か所当たり0.5㎡以下の場合は、原則として型枠の欠除はないものとする。",設備ダクトなどの開口部のコンクリートの欠除は、1か所当たり0.5㎡以下の場合は、原則として開口部によるコンクリートの欠除はないものとする。,,,,,,,A,"積算基準
鉄筋の数量は、各部分について規格、形状、寸法等ごとに、原則としてコンクリートの設計寸法に基づき、次の各項に定めるところに従い計測·計算した長さを設計長さとし、その設計長さと日本工業規格(以下「JIS」という)に定める単位質量を乗じた質量とする。",,published,2026-04-11
H28sekisan-032,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,コンクリートの計測·計算に関する次の記述のうち、最も不適切なものはどれか。,柱のコンクリートの数量は、設計寸法による断面積とその長さとによる体積とする。,壁のコンクリートの数量は、梁、床板のハンチなどとの取り合い部分の壁の欠除はないものとする。,基礎梁のコンクリートの数量は、設計寸法による断面積とその長さとによる体積とする。,階段 コンクリートの数量は、設計寸法による蹴上高さおよび踊場などの板厚と、その内法面積とによる体積とする。手摺壁は壁に準ずる。,,,,,,,D,積算基準階段コンクリートの数量は、設計寸法による段スラブ及び踊場等の板厚と、その内法面積とによる体積とする。手摺壁は壁に準ずる。,,published,2026-04-11
H28sekisan-033,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,型枠の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,型枠の数量は、普通型枠、打放し型枠、曲面型枠など、材料、工法、コンクリート打設面などにより区別する。,大面木、化粧目地、打継ぎ目地、誘発目地などは計測·計算の対象としない。,階段の踏面、階の中間にある壁付きの梁の上面は、その部分の上面型枠を計測·計算の対象とする。,梁と床板、基礎梁などと底盤、同一幅の柱と梁などは、「さきの部分」の接続部の型枠を差し引く。,,,,,,,B,積算基準大面木、化粧目地、打継ぎ目地、誘発目地等は計測·計算の対象とする。なお、打放し型枠の通常の面取りは計測の対象としない。,,published,2026-04-11
H28sekisan-034,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,鉄筋の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,0mとする。,フープの長さは、柱のコンクリート断面の設計寸法による周長を鉄筋の長さとし、フックはないものとする。,柱の径の異なる主筋の継手は、各階1か所とし、その位置は床板上面から,連続する梁の全長にわたる主筋の継手については、梁の長さが5.0m未満は0.5か所、5.0m以上10.0m未満は1か所、10.0m以上は2か所あるものとする。,,,,,,,A,積算基準梁の全長にわたる主筋の長さは、梁の長さにその定着長さを加えたものとする。トップ筋、ハンチ部分の主筋、補強筋等は設計図書による。ただし、同一の径の主筋が柱又は梁を通して連続する場合は、定着長さにかえて柱又は梁の幅の1/2を加えるものとし、「異なる径の主筋が連続する場合はそれぞれ定着」するものとする。,,published,2026-04-11
H28sekisan-035,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,鉄骨の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,柱脚のアンカーボルト類の所要数量は、設計数量からの割増しはない。,梁の接合部の材厚の差などが1.0mmを超える隙間は、フィラープレートが入るものとして計測·計算する。,ブレースの主材長さは、原則としてターンバックルなどによる部材の欠除は計測の対象としない。,小梁が取付く大梁のガセットプレートおよびスチフナーは、大梁の部分として計測·計算する。,,,,,,,D,積算基準柱又は梁との接合部材は、接合する「あとの部分」に含める,,published,2026-04-11
H28sekisan-036,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,images/sekisan/sekisan_H28_036.png,,スタッド式軽量鉄骨間仕切について、表の(A)、(B)に当てはまる次の組合せのうち、最も適切なものはどれか。,（A）3.6（B) 100,（A）3.6（B) 105,（A）4.0（B) 100,（A）4.0（B) 105,,,,,,,C,"50型:高さ2.7m以下
65型:高さ4.0m以下
90型:高さ4.5m以下
100型:高さ5.0m以下",,published,2026-04-11
H28sekisan-037,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,間仕切下地に関する次の記述のうち、最も不適切なものはどれか。,間仕切下地の配管、配線、器具などによる欠除は、計測の対象としない。,ALC板のパネル間シーリングは、計測の対象としない。,ボードと軽量鉄骨(LGS)下地の耐火間仕切は、セットで面積を計上する。,コンクリートブロック間仕切下地には、補強鉄筋·充填モルタルを含む。,,,,,,,A,積算基準1 通則4)間仕切下地の梁との取合い、配管、配線、器具などによる欠除が1か所当たり0.5㎡ 以下のときは、その欠除は原則としてないものとする。,,published,2026-04-11
H28sekisan-038,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,内部仕上の区分に関する次の組合せのうち、最も不適切なものはどれか。,床,壁,天井,開口部,,,,,,,B,積算基準(3)内部仕上4)内部天井内部天井は、建築物内部の見上げ面をいう。独立梁、下がり天井の側面。回縁等は天井に属するものとし、それぞれに区別する。,,published,2026-04-11
H28sekisan-039,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,建具の計測·計算に関する次の記述のうち、最も不適切なものはどれか。,建具枠と建具工事に含まれる水切りの間のシーリングは、原則として計測の対象としない。,鋼製建具の工場でおこなう錆止め塗装は、原則として計測の対象としない。,ガラス類の清掃、養生などは、原則として計測の対象としない。,カーテンウォールの耐火パネルは、設計寸法にもとづく面積を内装工事に別計上する。,,,,,,,D,積算基準(15)カーテンウォール3) 方立、力骨、耐火パネル、シーリング、錆止処理などは、仕上の構成部材とし、原則として計測の対象としない。,,published,2026-04-11
H28sekisan-040,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,ボード類の計測·計算に関する次の記述のうち、最も適切なものはどれか。,継目処理などの目地は主仕上げの構成部材とし、原則として計測の対象としない。,コンクリートに直張り(GL工法)する部分と、軽量鉄骨下地に張る部分のボードが同じであれば、数量を合算しても良い。,下地張りがある場合(二重張り)は、下地張りと仕上げ張りを区別して、それぞれの面積を計測·計算する。,耐火遮音間仕切りは、耐火間仕切りと中のグラスウールを区別して、それぞれの面積を計測·計算する。,,,,,,,A,積算基準(13)内外装材3)ボード類等は、ジョイント工法(継目処理工法)、目透し工法、突付け工法等の工法ごとに区別して計測·計算する。また、ボード類の目地は主仕上の構成部材とし、原則として計測の対象としない。必要があるときは設計寸法に基づく長さ又はか所数を数量とする。,,published,2026-04-11
H28sekisan-041,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,屋外施設に関する次の記述のうち、最も適切なものはどれか。,屋外排水は、建物からの汚水排水、雨水排水および構内の雨水排水を対象とする。,排水管の長さは、接続する桝の内法寸法が1か所当たり0.5m以下のときは、その欠除は原則としてないものとする。,芝類の面積は、排水桝などの面積が1か所当たり0.5㎡以下のときは、その欠除は原則としてないものとする。,囲障は、門、フェンスおよび敷地造成による擁壁などを対象とし、長さ、または、か所数を数量とする。,,,,,,,C,積算基準(3)芝類芝類の数量は、種類、工法ごとに、面積を計測·計算する。なお、排水枡等の面積が1か所当たり0.5㎡以下のときは、その欠除は原則としてないものとする。,,published,2026-04-11
H28sekisan-042,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,,,改修の仮設工事に関する次の記述のうち、最も不適切なものはどれか。,外壁タイル張りなどを撤去し、新たに仕上げをする場合の墨出し数量は、外壁改修面積とする。,防水改修における整理清掃後片付けの数量は、改修防水層の平場面積とする。,資材搬入通路の数量は、廊下、階段室、ホールなどを対象とし、その床面積とする。,内部床、壁および天井を改修する場合の整理清掃後片付けの数量は、改修する部分の床または天井の面積とする。,,,,,,,C,積算基準5)資材搬入通路資材搬入通路の数量は、廊下、階段室、ホール等を対象とし、通路幅を2.0mとした床面積とする。ただし、廊下等の幅が2.0m未満の場合は、その幅を通路幅とした床面積とする。,,published,2026-04-11
H28sekisan-043,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,images/sekisan/sekisan_H28_043.png,,下図の独立基礎における土工の根切り数量として次のうち、最も適切なものはどれか。,14.85,12.53,10.31,9.06,,,,,,,D,"根切り基準線=設計地盤(根切り基準線まですき取り又は切土を行う)根切り深さ = 800+500+50+100 = 1,450法勾配係数 =0 (根切り深さが1.5m未満)余幅= 500WHL根切り= 1.45×(1.50+0.50×2)×2.50 = 9.06 ㎥",,published,2026-04-11
H28sekisan-044,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,images/sekisan/sekisan_H28_044.png,,鉄骨鉄筋コンクリート造のビルの積算で、下記の集計結果が得られた。これをもとに「価格に対応する」コンクリートの数量(㎡)として次のうち、最も適切なものはどれか。,"5,7935,8615,967","5,793","5,861","455,967",,,,,,,B,積算基準·内訳書の細目数量は、小数点以下第1位とする。ただし、100以上の場合は整数とする。· 価格に対応するコンクリート数量は、設計数量からの割増はない。鉄骨によるコンクリートの欠除は、鉄骨の設計数量について7.85tを1.0㎥として換算した体積とする。また、鉄筋によるコンクリートの欠除はないものとする。,,published,2026-04-11
H28sekisan-045,sekisan_II,knowledge,3,Ⅱ数量積算,H28,,,,,,BSIJ公式 H28,images/sekisan/sekisan_H28_045.png,,下図の梁(G1、A通り~B通り間)の型枠の設計数量(㎡)として次のうち、最も適切なものはどれか。,16.57,17.00,18.02,19.04,,,,,,,A,積算基準・ 梁型枠型枠の数量は、コンクリートの側面及び底面の面積とする。ただし、ハンチのある場合の面積の伸びはないものとする。接続部については、1 通則(2) 2)による。・ 1 通則(2) 2)梁と床板、基礎梁等と底盤、同一幅の柱と梁等及び壁式構造における壁と床板の接続部は、第2章第2節のコンクリート部材の計測·計算2)の定めによる「さきの部分」の接続部の型枠を差し引く。これ以外の接続部の面積が1.0㎡ 以下のか所の型枠の欠除はないものとする。,,published,2026-04-11
